dataset,feature_name,missing_rate,zero_rate,near_zero_rate,non_missing_count
official_test,bn_000,0.7320625,0.023375,0.023375,4287
official_test,bo_000,0.7735,0.025,0.025,3624
official_test,bp_000,0.7950625,0.0265,0.0265,3279
official_test,bq_000,0.8113125,0.02825,0.02825,3019
official_test,br_000,0.8205625,0.0296875,0.0296875,2871
official_test,bs_000,0.012625,0.0018125,0.0018125,15798
official_test,bt_000,0.00175,0.001625,0.001625,15972
official_test,bu_000,0.011875,0.001625,0.001625,15810
official_test,bv_000,0.011875,0.001625,0.001625,15810
official_test,bx_000,0.054125,0.0,0.0,15134
official_test,by_000,0.0066875,0.0204375,0.0204375,15893
official_test,bz_000,0.0476875,0.226625,0.226625,15237
official_test,ca_000,0.075375,0.001625,0.001625,14794
official_test,cb_000,0.012625,0.001625,0.001625,15798
official_test,cc_000,0.0540625,0.014875,0.014875,15135
official_test,cd_000,0.0115625,0.0,0.0,15815
official_test,ce_000,0.043,0.19775,0.19775,15312
official_test,cf_000,0.2488125,0.3548125,0.3548125,12019
official_test,cg_000,0.2488125,0.046,0.046,12019
official_test,ch_000,0.2488125,0.751,0.751,12019
official_test,ci_000,0.005375,0.0031875,0.0031875,15914
official_test,cj_000,0.005375,0.784625,0.784625,15914
official_test,ck_000,0.005375,0.0028125,0.0028125,15914
official_test,cl_000,0.1536875,0.6158125,0.6158125,13541
official_test,cm_000,0.161125,0.41075,0.41075,13422
official_test,cn_000,0.012125,0.95275,0.95275,15806
official_test,cn_001,0.012125,0.8345625,0.8345625,15806
official_test,cn_002,0.012125,0.50475,0.50475,15806
official_test,cn_003,0.012125,0.0410625,0.0410625,15806
official_test,cn_004,0.012125,0.0186875,0.0186875,15806
official_test,cn_005,0.012125,0.019875,0.019875,15806
official_test,cn_006,0.012125,0.0423125,0.0423125,15806
official_test,cn_007,0.012125,0.1468125,0.1468125,15806
official_test,cn_008,0.012125,0.2468125,0.2468125,15806
official_test,cn_009,0.012125,0.43175,0.43175,15806
official_test,co_000,0.2488125,0.211875,0.211875,12019
official_test,cp_000,0.0476875,0.15525,0.15525,15237
official_test,cq_000,0.011875,0.001625,0.001625,15810
official_test,cr_000,0.7726875,0.2263125,0.2263125,3637
official_test,cs_000,0.0118125,0.0184375,0.0184375,15811
official_test,cs_001,0.0118125,0.0209375,0.0209375,15811
official_test,cs_002,0.0118125,0.0198125,0.0198125,15811
official_test,cs_003,0.0118125,0.019625,0.019625,15811
official_test,cs_004,0.0118125,0.020375,0.020375,15811
official_test,cs_005,0.0118125,0.019,0.019,15811
official_test,cs_006,0.0118125,0.0193125,0.0193125,15811
official_test,cs_007,0.0118125,0.085875,0.085875,15811
official_test,cs_008,0.0118125,0.237,0.237,15811
official_test,cs_009,0.0118125,0.9395,0.9395,15811
official_test,ct_000,0.232375,0.035,0.035,12282
official_test,cu_000,0.232375,0.0338125,0.0338125,12282
official_test,cv_000,0.232375,0.01725,0.01725,12282
official_test,cx_000,0.232375,0.0266875,0.0266875,12282
official_test,cy_000,0.232375,0.661875,0.661875,12282
official_test,cz_000,0.232375,0.1474375,0.1474375,12282
official_test,da_000,0.232375,0.759375,0.759375,12282
official_test,db_000,0.232375,0.4571875,0.4571875,12282
official_test,dc_000,0.232375,0.01725,0.01725,12282
official_test,dd_000,0.043,0.0136875,0.0136875,15312
official_test,de_000,0.04775,0.013875,0.013875,15236
official_test,df_000,0.068375,0.9121875,0.9121875,14906
official_test,dg_000,0.068375,0.9031875,0.9031875,14906
official_test,dh_000,0.068375,0.8198125,0.8198125,14906
official_test,di_000,0.068375,0.7615,0.7615,14906
official_test,dj_000,0.068375,0.928375,0.928375,14906
official_test,dk_000,0.068375,0.926375,0.926375,14906
official_test,dl_000,0.068375,0.9276875,0.9276875,14906
official_test,dm_000,0.068375,0.92725,0.92725,14906
official_test,dn_000,0.011875,0.001625,0.001625,15810
official_test,do_000,0.04775,0.2155,0.2155,15236
official_test,dp_000,0.04775,0.2078125,0.2078125,15236
official_test,dq_000,0.04775,0.7405625,0.7405625,15236
official_test,dr_000,0.04775,0.738125,0.738125,15236
official_test,ds_000,0.04775,0.0409375,0.0409375,15236
official_test,dt_000,0.04775,0.0394375,0.0394375,15236
official_test,du_000,0.04775,0.0524375,0.0524375,15236
official_test,dv_000,0.04775,0.05225,0.05225,15236
official_test,dx_000,0.04775,0.6545625,0.6545625,15236
official_test,dy_000,0.04775,0.60025,0.60025,15236
official_test,dz_000,0.047625,0.947375,0.947375,15238
official_test,ea_000,0.047625,0.9383125,0.9383125,15238
official_test,eb_000,0.068375,0.351375,0.351375,14906
official_test,ec_00,0.16525,0.022875,0.022875,13356
official_test,ed_000,0.1536875,0.026,0.026,13541
official_test,ee_000,0.012,0.018375,0.018375,15808
official_test,ee_001,0.012,0.0190625,0.0190625,15808
official_test,ee_002,0.012,0.02225,0.02225,15808
official_test,ee_003,0.012,0.025375,0.025375,15808
official_test,ee_004,0.012,0.0293125,0.0293125,15808
official_test,ee_005,0.012,0.0459375,0.0459375,15808
official_test,ee_006,0.012,0.0719375,0.0719375,15808
official_test,ee_007,0.012,0.1288125,0.1288125,15808
official_test,ee_008,0.012,0.28125,0.28125,15808
official_test,ee_009,0.012,0.527,0.527,15808
official_test,ef_000,0.047625,0.9479375,0.9479375,15238
official_test,eg_000,0.047625,0.9441875,0.9441875,15238
