feature_name,neg_missing_rate,pos_missing_rate,missing_rate_diff_abs,neg_zero_rate,pos_zero_rate,zero_rate_diff_abs,neg_median,pos_median,median_diff_abs,neg_p95,pos_p95,p95_diff_abs,neg_p99,pos_p99,p99_diff_abs,standardized_median_diff
cs_007,0.011016949152542373,0.005,0.0060169491525423726,0.08197033898305085,0.25375,0.17177966101694914,6016.0,20667.0,14651.0,47976.0,191343.0,143367.0,104272.75999999986,398487.69999999995,294214.94000000006,0.17502551926126844
cs_008,0.011016949152542373,0.005,0.0060169491525423726,0.23021186440677965,0.455,0.22478813559322036,48.0,2.0,46.0,432.0,545.0,113.0,870.0,2628.4999999999886,1758.4999999999886,0.006978407715560155
cs_009,0.011016949152542373,0.005,0.0060169491525423726,0.9408686440677966,0.94375,0.0028813559322034,0.0,0.0,0.0,0.0,2.0,2.0,6.0,12.099999999999909,6.099999999999909,0.0
ct_000,0.22451271186440677,0.53,0.3054872881355932,0.03648305084745763,0.03625,0.00023305084745763038,204.0,1252.0,1048.0,2411.800000000003,13943.0,11531.199999999997,6647.760000000038,31358.0,24710.23999999996,0.12072364889811953
cu_000,0.22451271186440677,0.53,0.3054872881355932,0.03614406779661017,0.04125,0.005105932203389833,272.0,2832.0,2560.0,3825.800000000003,42024.0,38198.2,12517.200000000128,82511.5,69994.29999999987,0.2005047553685925
cv_000,0.22451271186440677,0.53,0.3054872881355932,0.016673728813559323,0.0325,0.015826271186440678,1127850.0,10556530.0,9428680.0,6003516.800000001,42450035.5,36446518.7,13253208.280000106,59917431.5,46664223.219999894,1.120413944360037
cx_000,0.22451271186440677,0.53,0.3054872881355932,0.027309322033898305,0.0375,0.010190677966101694,43926.0,2956836.0,2912910.0,1182143.0000000016,17207648.5,16025505.499999998,5455807.960000004,30874719.5,25418911.539999995,0.7562295742106996
cy_000,0.22451271186440677,0.53,0.3054872881355932,0.6651271186440678,0.27375,0.3913771186440678,0.0,0.0,0.0,72.0,26771.0,26699.0,807.8800000000192,145337.0,144529.12,0.0
cz_000,0.22451271186440677,0.53,0.3054872881355932,0.15444915254237288,0.05625,0.09819915254237288,196.0,7318.0,7122.0,72616.40000000002,528535.5,455919.1,215302.0,996498.5,781196.5,0.01964193081323435
da_000,0.22451271186440677,0.53,0.3054872881355932,0.7661652542372881,0.46375,0.3024152542372881,0.0,0.0,0.0,0.0,0.0,0.0,47.9600000000064,129.5,81.5399999999936,0.0
db_000,0.22451271186440677,0.53,0.3054872881355932,0.4620762711864407,0.45375,0.008326271186440692,0.0,0.0,0.0,54.0,0.0,54.0,90.0,96.0,6.0,0.0
dc_000,0.22451271186440677,0.53,0.3054872881355932,0.016673728813559323,0.0325,0.015826271186440678,1711476.0,11852406.0,10140930.0,6606029.000000002,45852185.5,39246156.5,14787839.520000022,63481875.0,48694035.479999974,1.0938901774213827
dd_000,0.036440677966101696,0.33625,0.2998093220338983,0.014131355932203389,0.025,0.010868644067796612,1326.0,23326.0,22000.0,9374.299999999974,100674.0,91299.70000000003,30946.0,166666.0,135720.0,0.9241491654299951
de_000,0.03968220338983051,0.3725,0.33281779661016947,0.014131355932203389,0.02125,0.0071186440677966124,142.0,1211.0,1069.0,1028.0,20234.0,19206.0,3376.0,48018.48000000002,44642.48000000002,0.19536000033082807
df_000,0.05913135593220339,0.5175,0.4583686440677966,0.9240677966101695,0.425,0.4990677966101695,0.0,0.0,0.0,0.0,1031315.0,1031315.0,330.0,4391012.999999992,4390682.999999992,0.0
dg_000,0.05913135593220339,0.5175,0.4583686440677966,0.9154449152542373,0.42125,0.4941949152542373,0.0,0.0,0.0,0.0,2455648.0,2455648.0,15515.83999999991,6689652.299999986,6674136.459999986,0.0
dh_000,0.05911016949152542,0.5175,0.45838983050847454,0.8244703389830509,0.3525,0.4719703389830509,0.0,0.0,0.0,320.0,41685.0,41365.0,9153.699999999735,237896.49999999857,228742.79999999882,0.0
di_000,0.059088983050847456,0.5175,0.4584110169491525,0.768135593220339,0.32875,0.439385593220339,0.0,0.0,0.0,44520.0,8544581.0,8500061.0,612006.4000000033,15094009.999999998,14482003.599999994,0.0
dj_000,0.05911016949152542,0.5175,0.45838983050847454,0.9377966101694916,0.48,0.4577966101694916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dk_000,0.05911016949152542,0.5175,0.45838983050847454,0.9357627118644067,0.4775,0.45826271186440676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999999999999545,0.2999999999999545,0.0
dl_000,0.05911016949152542,0.5175,0.45838983050847454,0.9370974576271186,0.4825,0.4545974576271186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dm_000,0.05913135593220339,0.5175,0.4583686440677966,0.9364830508474576,0.4825,0.45398305084745766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dn_000,0.011038135593220338,0.0425,0.031461864406779665,0.0018432203389830508,0.00625,0.004406779661016949,13942.0,352700.0,338758.0,88634.19999999968,965136.5,876502.3000000003,344624.16000000003,1357712.3,1013088.14,1.8394755744501654
do_000,0.03966101694915254,0.3725,0.33283898305084747,0.22463983050847458,0.03125,0.19338983050847458,9823.0,109557.0,99734.0,93674.50000000001,889526.9,795852.4,214541.3400000005,1357486.9400000009,1142945.6000000003,0.5679865524201337
dp_000,0.03968220338983051,0.3725,0.33281779661016947,0.2158050847457627,0.03125,0.1845550847457627,2396.0,26232.0,23836.0,26398.199999999983,184359.99999999994,157961.79999999996,49908.95999999999,292637.30000000005,242728.34000000005,0.6450606022509905
dq_000,0.03968220338983051,0.3725,0.33281779661016947,0.7445974576271186,0.43,0.3145974576271186,0.0,0.0,0.0,4267309.999999998,148173992.0,143906682.0,30323532.0,2898129958.6600027,2867806426.6600027,0.0
dr_000,0.03970338983050847,0.3725,0.3327966101694915,0.7422881355932204,0.43,0.3122881355932204,0.0,0.0,0.0,627076.0,15617739.299999999,14990663.299999999,4299400.5,20954207.560000002,16654807.060000002,0.0
ds_000,0.03970338983050847,0.3725,0.3327966101694915,0.0438771186440678,0.0275,0.0163771186440678,46918.0,676542.0,629624.0,269502.0,2473468.0,2203966.0,808722.5,3260194.8800000013,2451472.3800000013,1.3327941668977674
dt_000,0.03970338983050847,0.3725,0.3327966101694915,0.041970338983050845,0.0275,0.014470338983050845,8126.0,115552.0,107426.0,47325.0,400148.3,352823.3,134699.5,586359.04,451659.54000000004,1.3785252377348143
du_000,0.03970338983050847,0.3725,0.3327966101694915,0.05455508474576271,0.03375,0.02080508474576271,179290.0,6787720.0,6608430.0,18327105.0,107462267.99999993,89135162.99999993,46928015.0,261317719.20000002,214389704.20000002,0.23882677671674504
dv_000,0.03970338983050847,0.3725,0.3327966101694915,0.05451271186440678,0.03375,0.02076271186440678,29429.0,1090088.0,1060659.0,2360823.0,24200646.0,21839823.0,6661915.5,56127866.62000007,49465951.12000007,0.17802711309209784
dx_000,0.03966101694915254,0.3725,0.33283898305084747,0.663135593220339,0.37875,0.284385593220339,0.0,0.0,0.0,3195069.3000000003,43025932.3,39830863.0,15553100.98000003,66482390.160000026,50929289.17999999,0.0
dy_000,0.03966101694915254,0.3725,0.33283898305084747,0.6073940677966102,0.36375,0.2436440677966102,0.0,0.0,0.0,22962.0,630144.0999999999,607182.0999999999,142139.38000000035,1030015.2800000001,887875.8999999998,0.0
dz_000,0.03966101694915254,0.3725,0.33283898305084747,0.9555508474576271,0.6175,0.33805084745762704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.980000000000018,9.980000000000018,0.0
ea_000,0.03966101694915254,0.3725,0.33283898305084747,0.9479449152542373,0.61625,0.33169491525423733,0.0,0.0,0.0,0.0,0.0,0.0,2.0,147.74000000000024,145.74000000000024,0.0
eb_000,0.05911016949152542,0.5175,0.45838983050847454,0.3620762711864407,0.0525,0.3095762711864407,602530.0,41231900.0,40629370.0,39657952.5,532098012.5,492440060.0,118973677.49999954,1031945600.0,912971922.5000005,0.34191080859561085
ec_00,0.16796610169491524,0.31375,0.14578389830508473,0.020635593220338984,0.04375,0.023114406779661013,742.37,7226.9,6484.53,3420.221999999998,37250.776000000005,33830.554000000004,10351.843600000082,58056.559199999916,47704.715599999836,0.7915788394493384
ed_000,0.15747881355932203,0.23375,0.07627118644067798,0.022139830508474578,0.10875,0.08661016949152542,814.0,7176.0,6362.0,3880.0,39881.6,36001.6,11401.59999999986,57506.15999999998,46104.56000000012,0.7667197957293264
ee_000,0.011038135593220338,0.005,0.006038135593220338,0.0175,0.04125,0.02375,252350.0,5941424.0,5689074.0,1982243.5999999996,26987130.0,25004886.4,7139287.920000022,44099867.39999998,36960579.47999996,1.0436497158868412
ee_001,0.011038135593220338,0.005,0.006038135593220338,0.018665254237288136,0.04125,0.022584745762711866,335130.0,4895290.0,4560160.0,2143121.5999999996,25595710.0,23452588.4,7279997.760000006,44061701.89999995,36781704.13999994,0.8167858985414689
ee_002,0.011038135593220338,0.005,0.006038135593220338,0.022076271186440677,0.04375,0.02167372881355932,227100.0,2836641.0,2609541.0,1251878.9999999993,12965683.0,11713804.0,3888245.120000005,16809596.699999988,12921351.579999983,1.003776813460761
ee_003,0.011038135593220338,0.005,0.006038135593220338,0.02531779661016949,0.045,0.019682203389830507,108228.0,1240015.0,1131787.0,613092.3999999999,6283332.0,5670239.6,1712746.2800000054,9140024.599999994,7427278.319999989,0.8904325807125664
ee_004,0.011038135593220338,0.005,0.006038135593220338,0.029427966101694916,0.045,0.015572033898305082,214442.0,2492778.0,2278336.0,1308025.8,13794464.5,12486438.7,3513219.9200000004,19492644.099999968,15979424.179999968,0.8433520658926438
ee_005,0.011038135593220338,0.005,0.006038135593220338,0.046461864406779664,0.04625,0.00021186440677966462,183272.0,2685268.0,2501996.0,1105482.0,13373053.0,12267571.0,2822669.7600000044,25906838.7,23084168.939999994,0.8249396247966088
ee_006,0.011038135593220338,0.005,0.006038135593220338,0.07387711864406779,0.0475,0.02637711864406779,84236.0,2193085.0,2108849.0,1017814.0,12728289.5,11710475.5,3580649.8800000013,21695558.399999924,18114908.51999992,0.7888369525122575
ee_007,0.011038135593220338,0.005,0.006038135593220338,0.1323728813559322,0.0525,0.07987288135593221,38728.0,852856.0,814128.0,816749.5999999999,10835417.0,10018667.4,6157290.320000036,21842011.99999999,15684721.679999953,0.2890910550837952
ee_008,0.011038135593220338,0.005,0.006038135593220338,0.29218220338983053,0.06125,0.23093220338983053,3288.0,57967.0,54679.0,542628.6,5466514.5,4923885.9,1265450.200000007,9596140.79999998,8330690.599999974,0.04458488601352941
ee_009,0.011038135593220338,0.005,0.006038135593220338,0.5329025423728814,0.49125,0.04165254237288135,0.0,2.0,2.0,35610.0,265157.5,229547.5,124070.72000000009,845338.9999999919,721268.2799999918,1.5657815904564484e-05
ef_000,0.03966101694915254,0.3725,0.33283898305084747,0.9561228813559322,0.62,0.33612288135593216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9800000000000182,1.9800000000000182,0.0
eg_000,0.03966101694915254,0.3725,0.33283898305084747,0.9523940677966102,0.6175,0.33489406779661013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.980000000000018,3.980000000000018,0.0
