prefix,feature_count,feature_names,avg_missing_rate,median_missing_rate,max_missing_rate,high_missing_feature_count_50,high_missing_feature_count_80,avg_zero_rate,median_zero_rate,max_zero_rate,high_zero_feature_count_50,high_zero_feature_count_90,avg_abs_pos_neg_missing_diff,max_abs_pos_neg_missing_diff,avg_abs_pos_neg_zero_diff,max_abs_pos_neg_zero_diff,avg_abs_skew,max_abs_skew,avg_train_test_missing_diff,max_train_test_missing_diff,avg_train_test_p99_diff,max_train_test_p99_diff
dp,1,dp_000,0.0452291666666666,0.0452291666666666,0.0452291666666666,0,0,0.2127291666666666,0.2127291666666666,0.2127291666666666,0,0,0.3328177966101694,0.3328177966101694,0.1845550847457627,0.1845550847457627,7.2902414125419375,7.2902414125419375,0.0025208333333333,0.0025208333333333,4377.859999999753,4377.859999999753
dq,1,dq_000,0.0452291666666666,0.0452291666666666,0.0452291666666666,0,0,0.7393541666666666,0.7393541666666666,0.7393541666666666,1,0,0.3328177966101694,0.3328177966101694,0.3145974576271186,0.3145974576271186,35.56247677092573,35.56247677092573,0.0025208333333333,0.0025208333333333,4354853.520000115,4354853.520000115
dr,1,dr_000,0.04525,0.04525,0.04525,0,0,0.7370833333333333,0.7370833333333333,0.7370833333333333,1,0,0.3327966101694915,0.3327966101694915,0.3122881355932204,0.3122881355932204,12.079044316021028,12.079044316021028,0.0025,0.0025,169191.36000001803,169191.36000001803
ds,1,ds_000,0.04525,0.04525,0.04525,0,0,0.0436041666666666,0.0436041666666666,0.0436041666666666,0,0,0.3327966101694915,0.3327966101694915,0.0163771186440678,0.0163771186440678,7.199830433166296,7.199830433166296,0.0025,0.0025,131060.77999999817,131060.77999999817
dt,1,dt_000,0.04525,0.04525,0.04525,0,0,0.0417291666666666,0.0417291666666666,0.0417291666666666,0,0,0.3327966101694915,0.3327966101694915,0.0144703389830508,0.0144703389830508,6.911624659844905,6.911624659844905,0.0025,0.0025,9821.639999997977,9821.639999997977
du,1,du_000,0.04525,0.04525,0.04525,0,0,0.0542083333333333,0.0542083333333333,0.0542083333333333,0,0,0.3327966101694915,0.3327966101694915,0.0208050847457627,0.0208050847457627,8.160594106314283,8.160594106314283,0.0025,0.0025,7452857.999999434,7452857.999999434
dv,1,dv_000,0.04525,0.04525,0.04525,0,0,0.0541666666666666,0.0541666666666666,0.0541666666666666,0,0,0.3327966101694915,0.3327966101694915,0.0207627118644067,0.0207627118644067,17.07530777352009,17.07530777352009,0.0025,0.0025,1591500.2999999616,1591500.2999999616
dx,1,dx_000,0.0452083333333333,0.0452083333333333,0.0452083333333333,0,0,0.6583958333333333,0.6583958333333333,0.6583958333333333,1,0,0.3328389830508474,0.3328389830508474,0.284385593220339,0.284385593220339,10.631171827984629,10.631171827984629,0.0025416666666666,0.0025416666666666,516176.1399999745,516176.1399999745
dy,1,dy_000,0.0452083333333333,0.0452083333333333,0.0452083333333333,0,0,0.6033333333333334,0.6033333333333334,0.6033333333333334,1,0,0.3328389830508474,0.3328389830508474,0.2436440677966102,0.2436440677966102,21.63637708168549,21.63637708168549,0.0025416666666666,0.0025416666666666,8068.419999999925,8068.419999999925
dz,1,dz_000,0.0452083333333333,0.0452083333333333,0.0452083333333333,0,0,0.9499166666666666,0.9499166666666666,0.9499166666666666,1,1,0.3328389830508474,0.3328389830508474,0.338050847457627,0.338050847457627,103.58363171656028,103.58363171656028,0.0024166666666666,0.0024166666666666,0.0,0.0
ea,1,ea_000,0.0452083333333333,0.0452083333333333,0.0452083333333333,0,0,0.9424166666666668,0.9424166666666668,0.9424166666666668,1,1,0.3328389830508474,0.3328389830508474,0.3316949152542373,0.3316949152542373,46.85113822174728,46.85113822174728,0.0024166666666666,0.0024166666666666,1.2599999999983993,1.2599999999983993
eb,1,eb_000,0.06675,0.06675,0.06675,0,0,0.3569166666666666,0.3569166666666666,0.3569166666666666,0,0,0.4583898305084745,0.4583898305084745,0.3095762711864407,0.3095762711864407,13.360200984685225,13.360200984685225,0.001625,0.001625,15019572.000002325,15019572.000002325
ec,1,ec_00,0.1703958333333333,0.1703958333333333,0.1703958333333333,0,0,0.0210208333333333,0.0210208333333333,0.0210208333333333,0,0,0.1457838983050847,0.1457838983050847,0.023114406779661,0.023114406779661,9.872356804906907,9.872356804906907,0.0051458333333333,0.0051458333333333,1299.3940000000548,1299.3940000000548
ed,1,ed_000,0.15875,0.15875,0.15875,0,0,0.0235833333333333,0.0235833333333333,0.0235833333333333,0,0,0.0762711864406779,0.0762711864406779,0.0866101694915254,0.0866101694915254,8.76173376502944,8.76173376502944,0.0050624999999999,0.0050624999999999,586.4600000001192,586.4600000001192
ef,1,ef_000,0.0452083333333333,0.0452083333333333,0.0452083333333333,0,0,0.9505208333333334,0.9505208333333334,0.9505208333333334,1,1,0.3328389830508474,0.3328389830508474,0.3361228813559321,0.3361228813559321,71.65243238286294,71.65243238286294,0.0024166666666666,0.0024166666666666,0.0,0.0
eg,1,eg_000,0.0452083333333333,0.0452083333333333,0.0452083333333333,0,0,0.9468125,0.9468125,0.9468125,1,1,0.3328389830508474,0.3328389830508474,0.3348940677966101,0.3348940677966101,86.22978334925621,86.22978334925621,0.0024166666666666,0.0024166666666666,0.0,0.0
